x,y,z,chlorophyll,conductivity,depth,dissolved_oxygen(% Sat),dissolved_oxygen(mg/L),ammonia_nitrogen,salinity,algal_protein,total_dissolved_solids,turbidity,temperature,PH,longitude,latitude,PH(mv),gcj_lon,gcj_lat
13434848.62,3671875.918,-0.256,2.57,377.39,0.256,69.84,5.69,2.62,0.18,0.413,242.2,13.41,25.672,7.75,120.6872986,31.30080188,-124.71,120.6915928,31.29873559
13434845.93,3671873.581,-0.255,2.45,366.29,0.255,69.82,5.69,2.62,0.17,0.423,235.08,14.06,25.67,7.76,120.6872744,31.30078394,-124.76,120.6915685,31.2987176
13434843.21,3671871.305,-0.255,2.36,363.59,0.255,69.75,5.69,2.62,0.17,0.473,233.36,14.52,25.668,7.76,120.68725,31.30076647,-124.78,120.6915441,31.29870007
13434841.06,3671868.381,-0.255,2.16,383.18,0.255,69.67,5.68,2.61,0.18,0.503,245.94,12.67,25.666,7.76,120.6872307,31.30074403,-124.8,120.6915247,31.29867759
13434838.74,3671865.806,-0.255,2.14,385.28,0.255,69.55,5.67,2.62,0.18,0.483,247.3,12.18,25.664,7.76,120.6872098,31.30072426,-124.8,120.6915038,31.29865778
13434835.73,3671863.848,-0.256,2.01,326.82,0.256,69.41,5.66,2.61,0.15,0.473,209.78,12.38,25.663,7.76,120.6871828,31.30070923,-124.77,120.6914767,31.29864269
13434833.05,3671861.548,-0.256,2.04,376.1,0.256,69.28,5.65,2.62,0.18,0.503,241.41,12.46,25.662,7.75,120.6871587,31.30069158,-124.73,120.6914526,31.29862499
13434830.85,3671858.704,-0.256,2.14,369.78,0.256,69.14,5.64,2.61,0.17,0.503,237.36,12.7,25.662,7.75,120.6871389,31.30066975,-124.67,120.6914327,31.29860311
13434828.26,3671856.522,-0.256,2.29,399.35,0.256,69.07,5.63,2.62,0.19,0.483,256.33,12.88,25.662,7.75,120.6871157,31.300653,-124.62,120.6914095,31.29858632
13434825.1,3671855.361,-0.256,2.3,397.15,0.256,69.08,5.63,2.62,0.19,0.503,254.91,11.56,25.664,7.75,120.6870873,31.30064409,-124.59,120.691381,31.29857735
13434822.49,3671856.246,-0.256,2.36,400.43,0.256,69.19,5.64,2.63,0.19,0.503,257.01,11,25.666,7.75,120.6870638,31.30065088,-124.6,120.6913575,31.2985841
13434821.04,3671859.151,-0.256,2.44,401.7,0.256,69.41,5.66,2.63,0.19,0.483,257.81,11.11,25.669,7.75,120.6870508,31.30067318,-124.62,120.6913444,31.29860639
13434818.81,3671861.807,-0.256,2.38,373.49,0.256,69.68,5.68,2.62,0.18,0.493,239.69,11.48,25.672,7.75,120.6870308,31.30069357,-124.65,120.6913244,31.29862675
13434816,3671864.033,-0.256,2.37,377.03,0.256,69.99,5.71,2.62,0.18,0.463,241.95,11.76,25.676,7.75,120.6870055,31.30071065,-124.71,120.6912991,31.29864379
13434813.54,3671866.878,-0.256,2.45,377.15,0.256,70.3,5.73,2.63,0.18,0.443,242.01,11.51,25.68,7.76,120.6869834,31.30073249,-124.8,120.6912769,31.2986656
13434811.02,3671869.622,-0.256,2.53,338.31,0.256,70.55,5.75,2.62,0.16,0.413,217.07,12.07,25.683,7.76,120.6869608,31.30075355,-124.91,120.6912543,31.29868662
13434808.26,3671872.163,-0.256,2.55,375.53,0.256,70.75,5.77,2.63,0.18,0.403,240.94,12.57,25.686,7.76,120.686936,31.30077306,-125.03,120.6912294,31.29870609
13434805.71,3671874.987,-0.256,2.68,339.97,0.256,70.86,5.78,2.63,0.16,0.403,218.11,12.85,25.688,7.76,120.6869131,31.30079473,-125.16,120.6912065,31.29872773
13434803.17,3671877.755,-0.256,2.64,321.94,0.256,70.94,5.78,2.63,0.15,0.403,206.54,13.52,25.69,7.76,120.6868903,31.30081598,-125.31,120.6911836,31.29874895
13434800.49,3671880.537,-0.256,2.63,286.76,0.256,71,5.79,2.63,0.13,0.393,183.97,13.36,25.691,7.77,120.6868662,31.30083733,-125.46,120.6911595,31.29877026
13434797.92,3671883.372,-0.256,2.64,336.82,0.256,71.04,5.79,2.63,0.16,0.393,216.08,13.47,25.692,7.77,120.6868431,31.30085909,-125.59,120.6911363,31.29879199
13434795.26,3671886.106,-0.256,2.59,344.87,0.256,71.09,5.8,2.62,0.16,0.433,221.24,13.59,25.692,7.77,120.6868192,31.30088008,-125.69,120.6911124,31.29881294
13434792.44,3671888.754,-0.256,2.65,358,0.256,71.13,5.8,2.63,0.17,0.443,229.66,14.16,25.692,7.77,120.6867939,31.3009004,-125.78,120.6910871,31.29883322
13434789.86,3671891.426,-0.256,2.54,330.67,0.256,71.18,5.8,2.64,0.15,0.463,212.13,13.7,25.692,7.77,120.6867707,31.30092091,-125.88,120.6910638,31.2988537
13434787.46,3671894.327,-0.256,2.62,333.13,0.256,71.23,5.81,2.64,0.16,0.483,213.71,14.41,25.692,7.78,120.6867492,31.30094318,-125.95,120.6910423,31.29887594
13434784.8,3671897.033,-0.256,2.61,288.37,0.256,71.26,5.81,2.63,0.13,0.503,185,15.69,25.691,7.78,120.6867253,31.30096395,-126.01,120.6910183,31.29889667
13434782.17,3671899.734,-0.256,2.63,363.11,0.256,71.3,5.81,2.64,0.17,0.503,232.95,11.22,25.691,7.78,120.6867016,31.30098468,-126.05,120.6909946,31.29891737
13434779.54,3671902.588,-0.256,2.57,307.2,0.256,71.32,5.81,2.63,0.14,0.503,197.08,10.72,25.691,7.78,120.686678,31.30100659,-126.1,120.6909709,31.29893924
13434777.01,3671905.348,-0.256,2.61,338.32,0.256,71.34,5.82,2.65,0.16,0.543,217.04,11.55,25.691,7.78,120.6866553,31.30102777,-126.14,120.6909482,31.29896039
13434774.4,3671908.25,-0.256,2.66,310.2,0.256,71.36,5.82,2.63,0.14,0.563,199,12,25.691,7.78,120.6866318,31.30105005,-126.18,120.6909246,31.29898264
13434771.68,3671910.87,-0.256,2.58,349.02,0.256,71.37,5.82,2.64,0.16,0.563,223.91,12.56,25.691,7.78,120.6866074,31.30107016,-126.22,120.6909002,31.29900271
13434769.15,3671913.675,-0.256,2.55,372.36,0.256,71.37,5.82,2.64,0.17,0.573,238.88,12.21,25.691,7.78,120.6865847,31.30109169,-126.25,120.6908774,31.29902421
13434766.85,3671916.562,-0.256,2.54,266.16,0.256,71.37,5.82,2.63,0.12,0.583,170.75,12.03,25.69,7.78,120.686564,31.30111385,-126.29,120.6908567,31.29904634
13434764.14,3671919.242,-0.256,2.59,364.25,0.256,71.38,5.82,2.65,0.17,0.623,233.68,12.32,25.69,7.78,120.6865397,31.30113442,-126.32,120.6908324,31.29906687
13434761.56,3671921.849,-0.256,2.67,377.32,0.256,71.39,5.82,2.64,0.18,0.603,242.07,12.7,25.69,7.78,120.6865165,31.30115443,-126.34,120.6908091,31.29908685
13434759.07,3671924.792,-0.256,2.67,310.59,0.256,71.4,5.82,2.64,0.14,0.573,199.26,13.68,25.689,7.78,120.6864941,31.30117702,-126.35,120.6907867,31.2991094
13434756.47,3671927.549,-0.256,2.66,320.55,0.256,71.41,5.82,2.65,0.15,0.583,205.65,16.04,25.689,7.78,120.6864708,31.30119818,-126.38,120.6907633,31.29913053
13434753.73,3671930.209,-0.256,2.6,337.8,0.256,71.43,5.82,2.63,0.16,0.603,216.72,12.02,25.689,7.78,120.6864462,31.3012186,-126.4,120.6907387,31.29915091
13434751.26,3671933.089,-0.256,2.52,320.01,0.256,71.45,5.83,2.65,0.15,0.603,205.3,10.82,25.689,7.78,120.686424,31.3012407,-126.42,120.6907164,31.29917298
13434748.77,3671935.933,-0.256,2.55,339.34,0.256,71.47,5.83,2.64,0.16,0.583,217.7,12.23,25.689,7.78,120.6864016,31.30126253,-126.44,120.690694,31.29919478
13434746.21,3671938.745,-0.255,2.59,332.32,0.255,71.49,5.83,2.65,0.16,0.583,213.2,11.86,25.689,7.78,120.6863786,31.30128412,-126.46,120.690671,31.29921633
13434743.77,3671941.682,-0.255,2.62,344.57,0.255,71.5,5.83,2.64,0.16,0.573,221.06,12.67,25.689,7.79,120.6863567,31.30130666,-126.48,120.690649,31.29923884
13434741.23,3671944.547,-0.255,2.57,299.77,0.255,71.51,5.83,2.63,0.14,0.553,192.32,14.26,25.689,7.79,120.6863339,31.30132865,-126.5,120.6906262,31.2992608
13434738.71,3671947.302,-0.255,2.71,320.4,0.255,71.53,5.83,2.65,0.15,0.573,205.55,13.72,25.689,7.79,120.6863112,31.3013498,-126.52,120.6906034,31.29928192
13434736.27,3671950.23,-0.255,2.69,335.99,0.255,71.56,5.83,2.64,0.16,0.593,215.56,9.59,25.689,7.79,120.6862893,31.30137227,-126.55,120.6905815,31.29930436
13434733.67,3671953.021,-0.255,2.59,364.89,0.255,71.58,5.84,2.64,0.17,0.603,234.1,9.72,25.689,7.79,120.686266,31.30139369,-126.58,120.6905581,31.29932574
13434731.2,3671955.818,-0.255,2.59,386.47,0.255,71.61,5.84,2.65,0.18,0.583,247.95,12.48,25.689,7.79,120.6862438,31.30141516,-126.61,120.6905359,31.29934718
13434728.97,3671958.838,-0.255,2.67,315.28,0.255,71.63,5.84,2.64,0.15,0.573,202.27,12.5,25.689,7.79,120.6862237,31.30143834,-126.64,120.6905158,31.29937033
13434726.45,3671961.671,-0.255,2.76,332.88,0.255,71.64,5.84,2.65,0.16,0.563,213.56,13.56,25.688,7.79,120.6862011,31.30146009,-126.67,120.6904931,31.29939205
13434723.93,3671964.504,-0.255,2.71,369.75,0.255,71.65,5.84,2.63,0.17,0.573,237.22,13.3,25.688,7.79,120.6861785,31.30148183,-126.69,120.6904705,31.29941375
13434721.51,3671967.453,-0.255,2.68,369.91,0.255,71.67,5.84,2.64,0.17,0.543,237.32,13.19,25.688,7.79,120.6861567,31.30150447,-126.72,120.6904486,31.29943636
13434719.04,3671970.323,-0.255,2.67,359.12,0.255,71.65,5.84,2.65,0.17,0.533,230.4,13.6,25.687,7.79,120.6861345,31.3015265,-126.75,120.6904264,31.29945836
13434716.6,3671973.19,-0.255,2.7,339.88,0.255,71.66,5.84,2.65,0.16,0.523,218.06,13.97,25.687,7.79,120.6861126,31.3015485,-126.78,120.6904044,31.29948033
13434714.26,3671976.202,-0.255,2.71,328.4,0.255,71.66,5.84,2.64,0.15,0.533,210.7,13.56,25.686,7.79,120.6860916,31.30157162,-126.81,120.6903834,31.29950342
13434711.83,3671979.102,-0.256,2.77,316.48,0.256,71.68,5.84,2.64,0.15,0.483,203.05,13.98,25.686,7.79,120.6860698,31.30159388,-126.84,120.6903616,31.29952565
13434709.46,3671981.989,-0.255,2.79,293.99,0.255,71.68,5.84,2.63,0.14,0.493,188.62,14.1,25.685,7.79,120.6860485,31.30161604,-126.86,120.6903402,31.29954778
13434707.09,3671984.984,-0.255,2.73,270.6,0.255,71.66,5.84,2.63,0.13,0.493,173.62,22.26,25.684,7.79,120.6860272,31.30163903,-126.88,120.6903189,31.29957074
13434704.73,3671987.91,-0.256,2.66,340.89,0.256,71.65,5.84,2.65,0.16,0.523,218.72,10.81,25.684,7.79,120.686006,31.30166149,-126.9,120.6902976,31.29959317
13434702.51,3671990.925,-0.256,2.58,355.62,0.256,71.66,5.84,2.65,0.17,0.533,228.17,12.83,25.684,7.79,120.685986,31.30168463,-126.92,120.6902776,31.29961628
13434700.08,3671993.803,-0.256,2.52,285.53,0.256,71.67,5.84,2.65,0.13,0.533,183.2,14.08,25.684,7.79,120.6859642,31.30170672,-126.95,120.6902558,31.29963834
13434697.52,3671996.478,-0.256,2.47,300.9,0.256,71.67,5.84,2.64,0.14,0.543,193.07,12.92,25.684,7.79,120.6859412,31.30172725,-126.97,120.6902327,31.29965883
13434695.3,3671999.419,-0.256,2.44,335.87,0.256,71.68,5.84,2.65,0.16,0.543,215.5,12.5,25.684,7.79,120.6859213,31.30174983,-127.01,120.6902128,31.29968139
13434693.34,3672002.528,-0.256,2.36,372.09,0.256,71.69,5.84,2.65,0.17,0.563,238.74,12.57,25.684,7.79,120.6859037,31.30177369,-127.04,120.6901951,31.29970522
13434690.87,3672005.389,-0.256,2.4,356.51,0.256,71.71,5.85,2.65,0.17,0.543,228.74,12.66,25.685,7.8,120.6858815,31.30179565,-127.07,120.6901729,31.29972715
13434688.5,3672008.092,-0.256,2.34,389.39,0.256,71.72,5.85,2.65,0.18,0.543,249.83,12.62,25.685,7.8,120.6858602,31.3018164,-127.09,120.6901516,31.29974787
13434686.44,3672011.271,-0.256,2.28,330.17,0.256,71.73,5.85,2.64,0.15,0.543,211.84,12.63,25.686,7.8,120.6858417,31.3018408,-127.11,120.690133,31.29977225
13434684.24,3672014.312,-0.256,2.39,360.54,0.256,71.71,5.85,2.64,0.17,0.553,231.32,12.68,25.686,7.8,120.6858219,31.30186414,-127.12,120.6901132,31.29979556
13434682.01,3672017.393,-0.256,2.49,369.08,0.256,71.68,5.84,2.64,0.17,0.523,236.8,13.21,25.686,7.8,120.6858019,31.30188779,-127.13,120.6900931,31.29981918
13434679.93,3672020.532,-0.256,2.45,348.6,0.256,71.66,5.84,2.65,0.16,0.533,223.66,13.48,25.687,7.8,120.6857832,31.30191188,-127.15,120.6900744,31.29984325
13434677.75,3672023.605,-0.256,2.4,344.85,0.256,71.66,5.84,2.65,0.16,0.523,221.25,13.59,25.687,7.8,120.6857636,31.30193547,-127.16,120.6900548,31.29986681
13434675.59,3672026.684,-0.256,2.39,365.56,0.256,71.64,5.84,2.66,0.17,0.513,234.54,13.68,25.688,7.8,120.6857442,31.3019591,-127.17,120.6900353,31.29989041
13434673.53,3672029.856,-0.256,2.48,354.87,0.256,71.61,5.84,2.66,0.17,0.523,227.67,14.29,25.688,7.8,120.6857257,31.30198345,-127.17,120.6900168,31.29991474
13434671.44,3672032.991,-0.256,2.49,318.06,0.256,71.55,5.83,2.65,0.15,0.533,204.06,14.4,25.688,7.8,120.6857069,31.30200751,-127.16,120.689998,31.29993877
13434669.32,3672036.142,-0.256,2.52,327.42,0.256,71.5,5.83,2.65,0.15,0.563,210.06,14.06,25.689,7.8,120.6856879,31.3020317,-127.14,120.6899789,31.29996294
13434667.31,3672039.319,-0.256,2.39,335.64,0.256,71.45,5.83,2.65,0.16,0.573,215.33,13.85,25.69,7.8,120.6856698,31.30205608,-127.1,120.6899608,31.29998729
13434665.25,3672042.487,-0.256,2.53,385.56,0.256,71.35,5.82,2.65,0.18,0.563,247.36,13.7,25.69,7.8,120.6856513,31.3020804,-127.07,120.6899423,31.30001159
13434663.12,3672045.497,-0.256,2.54,398,0.256,71.23,5.81,2.66,0.19,0.553,255.34,14.38,25.69,7.79,120.6856322,31.3021035,-127.03,120.6899231,31.30003466
13434660.45,3672050.436,-0.256,2.46,295.21,0.256,71.14,5.8,2.65,0.14,0.573,189.39,9.99,25.69,7.79,120.6856082,31.30214141,-126.99,120.6898991,31.30007254
13434658.4,3672053.585,-0.256,2.53,384.26,0.256,71.06,5.79,2.66,0.18,0.593,246.52,10.7,25.69,7.79,120.6855898,31.30216558,-126.95,120.6898806,31.30009669
13434656.3,3672056.597,-0.256,2.59,356.65,0.256,70.99,5.79,2.66,0.17,0.633,228.8,13.15,25.691,7.79,120.6855709,31.3021887,-126.9,120.6898617,31.30011978
13434654.62,3672059.932,-0.256,2.65,339.33,0.256,70.9,5.78,2.67,0.16,0.623,217.69,13.82,25.691,7.79,120.6855558,31.3022143,-126.84,120.6898466,31.30014537
13434653.76,3672061.565,-0.256,2.57,271.94,0.256,70.8,5.77,2.65,0.13,0.623,174.46,13.69,25.691,7.79,120.6855481,31.30222683,-126.77,120.6898389,31.30015789
13434651,3672066.595,-0.256,2.71,268.13,0.256,70.75,5.77,2.66,0.12,0.663,172.01,13.62,25.691,7.79,120.6855233,31.30226544,-126.7,120.689814,31.30019647
13434649.31,3672069.963,-0.256,2.75,356.47,0.256,70.71,5.76,2.66,0.17,0.643,228.69,13.81,25.691,7.79,120.6855081,31.30229129,-126.63,120.6897988,31.3002223
13434647.75,3672073.41,-0.256,2.78,361.52,0.256,70.65,5.76,2.67,0.17,0.673,231.93,14.38,25.691,7.79,120.6854941,31.30231775,-126.57,120.6897848,31.30024874
13434646.13,3672076.838,-0.256,2.83,357.29,0.256,70.6,5.76,2.67,0.17,0.703,229.21,14.45,25.691,7.79,120.6854796,31.30234406,-126.51,120.6897702,31.30027504
13434644.63,3672080.267,-0.255,2.83,330.7,0.255,70.58,5.75,2.67,0.15,0.743,212.16,14.63,25.691,7.78,120.6854661,31.30237038,-126.45,120.6897567,31.30030134
13434643.93,3672082.024,-0.255,2.8,323.07,0.255,70.57,5.75,2.67,0.15,0.733,207.26,12.01,25.691,7.78,120.6854598,31.30238387,-126.4,120.6897504,31.30031483
13434642,3672087.384,-0.255,2.73,374.81,0.255,70.55,5.75,2.68,0.18,0.713,240.45,18.64,25.692,7.78,120.6854425,31.30242501,-126.35,120.6897331,31.30035595
13434640.82,3672091,-0.255,2.63,375.45,0.255,70.54,5.75,2.66,0.18,0.703,240.86,13.98,25.692,7.78,120.6854319,31.30245276,-126.31,120.6897224,31.30038369
13434639.78,3672094.642,-0.255,2.55,325.16,0.255,70.54,5.75,2.68,0.15,0.713,208.6,15.69,25.692,7.78,120.6854225,31.30248072,-126.27,120.689713,31.30041164
13434638.81,3672098.281,-0.255,2.45,365.98,0.255,70.55,5.75,2.68,0.17,0.733,234.78,12.21,25.692,7.78,120.6854138,31.30250865,-126.25,120.6897043,31.30043957
13434638.05,3672101.949,-0.255,2.52,325.94,0.255,70.56,5.75,2.68,0.15,0.773,209.1,11.9,25.692,7.78,120.685407,31.3025368,-126.24,120.6896975,31.30046772
13434637.88,3672103.777,-0.255,2.65,348.72,0.255,70.57,5.75,2.68,0.16,0.783,223.71,12.16,25.691,7.78,120.6854055,31.30255083,-126.24,120.689696,31.30048175
13434638.75,3672108.609,-0.255,2.57,396.21,0.255,70.61,5.76,2.69,0.19,0.763,254.18,12.7,25.691,7.78,120.6854133,31.30258792,-126.24,120.6897038,31.30051887
13434641.24,3672109.891,-0.255,2.52,402.84,0.255,70.65,5.76,2.7,0.19,0.723,258.43,12.21,25.691,7.78,120.6854356,31.30259776,-126.27,120.6897262,31.30052875
13434644.56,3672110.142,-0.255,2.52,404,0.255,70.69,5.76,2.7,0.19,0.703,259.19,11.93,25.69,7.78,120.6854655,31.30259969,-126.3,120.6897561,31.30053074
13434647.88,3672111.47,-0.255,2.52,388.65,0.255,70.75,5.77,2.69,0.18,0.673,249.34,12.01,25.689,7.78,120.6854953,31.30260988,-126.33,120.689786,31.30054099
13434650.96,3672112.95,-0.255,2.38,384.32,0.255,70.83,5.77,2.69,0.18,0.693,246.56,12.6,25.689,7.78,120.685523,31.30262124,-126.37,120.6898137,31.3005524
13434652.7,3672113.41,-0.255,2.36,345.67,0.255,70.92,5.78,2.7,0.16,0.693,221.77,12.55,25.689,7.78,120.6855386,31.30262477,-126.43,120.6898294,31.30055596
13434657.88,3672114.519,-0.255,2.45,343.57,0.255,71.02,5.79,2.69,0.16,0.663,220.42,12.81,25.689,7.79,120.6855851,31.30263328,-126.48,120.689876,31.30056456
13434661.17,3672116.036,-0.255,2.42,323.65,0.255,71.12,5.8,2.68,0.15,0.613,207.64,12.39,25.689,7.79,120.6856147,31.30264493,-126.55,120.6899056,31.30057627
13434664.47,3672117.144,-0.255,2.43,341.07,0.255,71.24,5.81,2.69,0.16,0.603,218.81,12.88,25.69,7.79,120.6856443,31.30265343,-126.62,120.6899353,31.30058483
13434667.93,3672117.51,-0.255,2.49,361.02,0.255,71.36,5.82,2.68,0.17,0.653,231.61,13.26,25.691,7.79,120.6856754,31.30265624,-126.69,120.6899665,31.3005877
13434671.25,3672118.457,-0.255,2.61,373.46,0.255,71.48,5.83,2.68,0.18,0.683,239.58,13.66,25.692,7.79,120.6857052,31.30266351,-126.78,120.6899963,31.30059503
13434674.32,3672120.093,-0.255,2.63,316.76,0.255,71.59,5.84,2.67,0.15,0.713,203.21,13.64,25.692,7.79,120.6857328,31.30267607,-126.87,120.690024,31.30060764
13434677.63,3672120.935,-0.255,2.68,388.17,0.255,71.7,5.84,2.68,0.18,0.723,249.02,14.41,25.693,7.79,120.6857625,31.30268253,-126.96,120.6900537,31.30061416
13434681.08,3672121.187,-0.255,2.74,382.15,0.255,71.82,5.85,2.68,0.18,0.713,245.15,14.11,25.693,7.8,120.6857935,31.30268446,-127.05,120.6900848,31.30061615
13434684.37,3672122.489,-0.255,2.85,376.34,0.255,71.95,5.86,2.68,0.18,0.733,241.42,13.83,25.693,7.8,120.6858231,31.30269446,-127.14,120.6901145,31.3006262
13434687.51,3672123.816,-0.255,2.82,373.89,0.255,72.08,5.88,2.68,0.18,0.713,239.86,14.58,25.693,7.8,120.6858513,31.30270464,-127.23,120.6901427,31.30063644
13434690.86,3672124.216,-0.255,2.79,402,0.255,72.21,5.89,2.68,0.19,0.703,257.89,13.98,25.693,7.8,120.6858814,31.30270771,-127.31,120.6901729,31.30063957
13434694.21,3672124.694,-0.255,2.81,325.19,0.255,72.32,5.9,2.67,0.15,0.703,208.61,14.41,25.693,7.8,120.6859115,31.30271138,-127.39,120.690203,31.30064329
13434697.4,3672126.2,-0.255,2.74,294.16,0.255,72.41,5.9,2.66,0.14,0.693,188.71,13.83,25.693,7.8,120.6859401,31.30272294,-127.47,120.6902317,31.30065491
13434700.61,3672127.328,-0.255,2.72,347.76,0.255,72.45,5.91,2.67,0.16,0.643,223.09,12.65,25.692,7.8,120.685969,31.3027316,-127.54,120.6902606,31.30066363
13434704.09,3672127.705,-0.255,2.71,344.12,0.255,72.47,5.91,2.66,0.16,0.633,220.76,13.04,25.691,7.8,120.6860002,31.30273449,-127.59,120.6902919,31.30066658
13434707.44,3672128.618,-0.255,2.64,344.8,0.255,72.45,5.91,2.65,0.16,0.613,221.21,13.22,25.69,7.81,120.6860303,31.3027415,-127.62,120.6903221,31.30067364
13434710.64,3672130.002,-0.255,2.62,349.94,0.255,72.39,5.9,2.66,0.16,0.603,224.51,12.9,25.688,7.81,120.6860591,31.30275212,-127.63,120.6903509,31.30068432
13434713.98,3672130.57,-0.255,2.76,318.97,0.255,72.33,5.9,2.66,0.15,0.583,204.65,12.87,25.686,7.81,120.6860891,31.30275648,-127.63,120.690381,31.30068874
13434717.37,3672130.748,-0.255,2.88,345.92,0.255,72.25,5.89,2.65,0.16,0.573,221.95,12.81,25.684,7.81,120.6861195,31.30275785,-127.62,120.6904115,31.30069016
13434720.68,3672131.882,-0.255,2.79,385.78,0.255,72.18,5.89,2.65,0.18,0.553,247.53,12.12,25.683,7.8,120.6861493,31.30276655,-127.61,120.6904413,31.30069892
13434724.02,3672132.89,-0.255,2.85,372.33,0.255,72.14,5.88,2.65,0.17,0.543,238.9,12.21,25.681,7.8,120.6861793,31.30277429,-127.58,120.6904714,31.30070672
13434727.56,3672133.371,-0.255,2.72,371.37,0.255,72.1,5.88,2.65,0.17,0.493,238.29,11.51,25.681,7.8,120.6862111,31.30277798,-127.54,120.6905032,31.30071047
13434731,3672134.201,-0.255,2.74,320.86,0.255,72.07,5.88,2.62,0.15,0.503,205.88,11.35,25.68,7.8,120.686242,31.30278435,-127.5,120.6905342,31.3007169
13434734.4,3672135.209,-0.255,2.71,344.92,0.255,72.04,5.87,2.64,0.16,0.513,221.32,11.51,25.68,7.8,120.6862725,31.30279209,-127.46,120.6905648,31.3007247
13434737.92,3672135.677,-0.255,2.71,316.81,0.255,72.04,5.87,2.63,0.15,0.493,203.28,11.86,25.681,7.8,120.6863041,31.30279568,-127.41,120.6905964,31.30072835
13434741.32,3672136.288,-0.255,2.92,314.72,0.255,72.03,5.87,2.64,0.15,0.473,201.94,12.2,25.681,7.8,120.6863347,31.30280037,-127.36,120.6906271,31.3007331
13434744.65,3672137.455,-0.256,2.96,352.04,0.256,72.01,5.87,2.63,0.16,0.473,225.89,12.8,25.68,7.8,120.6863646,31.30280933,-127.34,120.6906571,31.30074211
13434748.09,3672138.12,-0.256,3.02,374.62,0.256,72,5.87,2.64,0.18,0.483,240.38,13.11,25.68,7.8,120.6863955,31.30281443,-127.33,120.690688,31.30074727
13434751.51,3672138.178,-0.255,2.97,355.29,0.255,71.98,5.87,2.63,0.17,0.483,227.98,12.84,25.679,7.8,120.6864262,31.30281488,-127.31,120.6907188,31.30074778
13434754.85,3672138.89,-0.255,2.93,377.9,0.255,71.95,5.87,2.63,0.18,0.503,242.5,12.7,25.679,7.8,120.6864562,31.30282034,-127.29,120.6907488,31.3007533
13434758.17,3672139.919,-0.255,2.72,380.57,0.255,71.92,5.86,2.63,0.18,0.553,244.21,12.48,25.677,7.8,120.686486,31.30282824,-127.26,120.6907787,31.30076125
13434761.58,3672140.088,-0.255,2.59,389.38,0.255,71.86,5.86,2.63,0.18,0.503,249.87,12.16,25.675,7.8,120.6865167,31.30282954,-127.24,120.6908095,31.30076261
13434764.98,3672139.985,-0.255,2.47,353.17,0.255,71.77,5.85,2.63,0.17,0.493,226.65,12.12,25.672,7.8,120.6865472,31.30282875,-127.22,120.69084,31.30076188
13434768.37,3672140.783,-0.255,2.5,363.97,0.255,71.65,5.84,2.62,0.17,0.483,233.59,11.51,25.669,7.8,120.6865777,31.30283487,-127.19,120.6908706,31.30076805
13434771.7,3672141.501,-0.255,2.42,373.55,0.255,71.52,5.83,2.63,0.18,0.523,239.75,12.29,25.666,7.8,120.6866076,31.30284038,-127.16,120.6909005,31.30077362
13434775.21,3672141.491,-0.255,2.35,306.25,0.255,71.4,5.82,2.62,0.14,0.483,196.57,12.53,25.663,7.8,120.6866391,31.30284031,-127.12,120.6909321,31.30077361
13434778.7,3672141.798,-0.255,2.47,301.59,0.255,71.28,5.81,2.62,0.14,0.473,193.59,13.27,25.661,7.8,120.6866705,31.30284266,-127.08,120.6909636,31.30077602
13434782.14,3672142.532,-0.255,2.49,327.76,0.255,71.17,5.81,2.62,0.15,0.493,210.4,13.64,25.659,7.79,120.6867014,31.3028483,-127.03,120.6909945,31.30078172
13434785.62,3672142.717,-0.255,2.41,350.16,0.255,71.07,5.8,2.62,0.16,0.503,223.79,13.49,25.657,7.79,120.6867326,31.30284972,-126.98,120.6910258,31.30078319
13434789.1,3672142.411,-0.255,2.42,343.9,0.255,71.01,5.79,2.61,0.16,0.493,220.77,14.06,25.656,7.79,120.6867639,31.30284737,-126.93,120.6910572,31.3007809
13434792.55,3672142.797,-0.255,2.48,391.13,0.255,71,5.79,2.62,0.18,0.483,251.09,13.95,25.656,7.79,120.6867949,31.30285033,-126.89,120.6910882,31.30078392
13434795.94,3672143.262,-0.255,2.51,372.4,0.255,70.99,5.79,2.63,0.17,0.503,239.07,14.36,25.656,7.79,120.6868253,31.3028539,-126.87,120.6911187,31.30078754
13434799.41,3672142.856,-0.255,2.38,370.78,0.255,70.99,5.79,2.63,0.16,0.483,220.22,14.14,25.656,7.79,120.6868565,31.30285078,-126.84,120.6911499,31.30078448
13434802.87,3672142.351,-0.255,2.55,336.03,0.255,71.01,5.79,2.62,0.16,0.463,215.72,13.64,25.656,7.79,120.6868876,31.30284691,-126.8,120.6911811,31.30078067
13434806.42,3672142.358,-0.255,2.48,250.3,0.255,71.03,5.8,2.62,0.12,0.473,160.68,13.43,25.657,7.79,120.6869195,31.30284696,-126.78,120.6912131,31.30078077
13434809.85,3672142.023,-0.255,2.39,300.84,0.255,71.06,5.8,2.62,0.14,0.463,193.12,13.12,25.657,7.79,120.6869503,31.30284439,-126.76,120.6912439,31.30077826
13434812.43,3672140.626,-0.255,2.31,389.82,0.255,71.09,5.8,2.63,0.18,0.493,250.24,13.11,25.658,7.79,120.6869735,31.30283367,-126.75,120.6912672,31.30076758
13434812.85,3672138.13,-0.255,2.28,398.14,0.255,71.11,5.8,2.63,0.19,0.463,255.58,13.06,25.658,7.79,120.6869772,31.30281451,-126.76,120.6912709,31.30074842
